CHAPTER/chapter01_ev
C01_EV1000_00010_ENZO	老婆……\n艾德……！艾德娜……
CORE_NOTEL_DETAIL_012	拿在手上時，某人的記憶如影片般流入了腦海——\n\n在裝潢華麗的寬廣房間中，\n一名女性不安地坐在椅子上。\n她緊握胸前的雙手，頻頻注意房門口。\n\n「她最近好奇怪，簡直像在避著我一樣。\n\n今天也是，出門後一直沒有回來。\n當然，我不知道她去了哪裡……\n\n雖說她只是負責照顧我，但我們從小一起長大，\n像姊妹一樣形影不離。\n\n我的身心都從未和她分隔如此遙遠。\n她該不會已經對我感到灰心了吧……\n\n因為我總是想放棄修練魔術……？\n還是因為我至今沒能馴服任何一隻魔獸……？\n怎麼辦？\n還有好多不難想像的原因……\n\n不行……不能光是猜想！\n雖然她叫我不可以跟上去……\n但總覺得如果現在不行動，以後一定會後悔。\n所以我沒辦法遵守約定了，\n對不起，貞德……原諒我。」\n\n女子下定決心，驟然起身，\n踏著堅定的步伐飛奔出房間。\n\n她試圖改變的決心讓人心潮澎湃時，\n腦中浮現的畫面也隨之消失。
CORE_NOTEL_DETAIL_013	拿在手上時，腦中像播放影片一樣，\n浮現某人的記憶。\n\n夜幕低垂的街道上，\n有兩道影子從民宅屋頂上閃過。\n\n走在前方的女性示意另一位女性停下，\n兩人悄無聲息地躲進了屋頂暗處。\n\n「我是怪盜暗影二世，\n知名怪盜暗影一世的女兒。\n\n我等為了奪回散落各地的魔女之都至寶，\n必須安靜地、輕巧地、華麗地……\n如蝴蝶般起舞，如蜜蜂般行竊。\n\n今天本該一如往常，華麗地完成工作……\n但今日卻和以往有些不同，\n一群擁有驚人力量的強者驟然出現，\n大肆破壞城市。\n不光是如此，\n他們似乎還跟我們盯上相同的獵物。\n\n老實說，這次的獵物本來就有些古怪，\n不但是我至今未曾見聞的東西，\n還和那些傢伙同時冒出來，\n彷彿打從一開始就在那裡一樣……\n\n這是偶然嗎？\n難不成是警察設下的巧妙陷阱？\n不對……他們辦不到這種事。\n而且從一世異樣的神情來判斷，\n這次的獵物背後一定有什麼隱情。\n\n唉呀，再繼續胡思亂想就要被一世丟下了。\n我是怪盜暗影二世。\n不管發生什麼事情……都不會放過盯上的獵物。」\n\n暗影二世加緊邁開腳步，\n匆匆朝著遠方的暗影一世追去。\n\n當她心中燃起深怕追不上前輩的焦躁感，\n腦內浮現的畫面也隨之消失了。
CORE_NOTEL_DETAIL_014	拿在手上時腦中像播放影片一樣，\n浮現某人的記憶。\n\n大樓牆上的巨大螢幕下，\n有一名男子慌張地奔跑而來。\n\n他連注意吵雜的廣告都無心留意，\n擦去額頭的汗珠後，調整呼吸。\n\n「唉——真是糟糕……\n因為睡過頭就慌慌張張出門，結果忘了帶手機。\n我又不記得那孩子的電話號碼，\n這樣沒辦法聯絡啊。\n要回去拿手機嗎？可是肯定會遲到……\n\n話說回來，現在幾點了？\n雖然我全速奔跑，但不知道到底趕上沒……嗯？\n\n這首歌……這個聲音……\n是熟悉的司儀和『那句』台詞。\n也就是說，現在剛好中午吧。\n很好，那我趕上了！\n\n不過……咦？\n會合地點是這裡沒錯吧？」\n\n男子疑惑地大大歪過腦袋，\n卻又馬上將視線轉向巨大螢幕，\n一味地等待約定的對象前來。\n\n心裡的不安抹滅不去，\n腦中浮現的畫面卻逐漸消失。
CORE_NOTEL_DETAIL_015	拿在手上時，某人的記憶如影片般流入了腦海——\n\n一名男子翻開整齊折好的報紙，快速瀏覽。\n他一看到報導，立刻憤恨地用雙手揉爛報紙，\n丟到路面上。\n\n「可惡！那些傢伙有夠可恨！！\n又讓她們逃跑了……渾帳，這是第幾次了！\n\n她們老愛四處出沒……總是在耍我。\n我實在忍無可忍，所以拿出最後的手段……\n對她們開槍了。\n結果……她們居然連一點擦傷都沒有。\n有可能嗎？我開了好幾槍，卻一點擦傷都沒有！？\n在警局裡我的射擊技術可是無人能比啊……！\n\n有那身功夫……又神出鬼沒……\n她們真的是人類嗎？\n\n還有那些突然冒出來的怪物……嘖！\n不行不行，我可是幹了20年的資深刑警！\n怎麼能害怕！\n\n給我做好心理準備，怪盜暗影！\n下次見面就要讓你們付出代價！\n我一定會逮捕你們，登上報紙頭版！\n給我洗乾淨脖子等著吧！！！」\n\n男子撿起剛剛丟在地上的報紙，\n奮力扔進附近的垃圾桶中。\n\n他熾熱的鬥志燒灼心胸時，\n腦中浮現的畫面也隨之消失。
CORE_NOTEL_DETAIL_016	拿在手上時，一股紊亂的情感流入心底。\n\n那裡是黑暗。\n周遭只有一片黑暗。\n\n「嗚、嗚嗚……\n這裡是……哪裡……\n\n在哪裡……\n到底在哪裡……\n真……相……」\n\n那裡是黑暗。\n是會將人吸入其中的黑暗深淵。\n\n本能告訴自己不能再繼續碰觸，\n因此反射性地抽離了手，\n腦海裡浮現的黑暗也在一瞬間消失，\n心情回復平靜。
CORE_NOTEL_DETAIL_017	拿在手上時腦中像播放影片一樣，\n浮現某人的記憶。\n\n感受到氣溫急遽上升的同時，\n視野前方出現因熱氣而扭曲的一群人影。\n他們在灼熱的沙漠中行走，\n全身以面紗和斗篷包覆防曬。\n前進的腳步相當急促，彷彿正被追趕。\n\n「到這裡的話……」\n一名女性脫離了人群，\n開始攀登眼前高聳的沙丘。\n她無視崩落的沙礫，輕盈地跳躍幾次後，\n一口氣登上了沙丘頂端。\n脫下面紗調整呼吸時，她的長髮隨風飄逸。\n「看來沒有追兵。」\n眺望著無際沙漠的她如此低聲說道，\n卻沒有露出一絲安心的神情。\n\n「雖然成功護送他們到這裡了，\n但我繼續這樣真的好嗎……」\n她不禁抬頭仰望天空，腦內浮現長官最後留下的話語。\n『大家就拜託你了。\n再會的那一天來臨前都不准回來，\n你要和他們一起活下去！』\n\n長官直視女子的雙眼，使她無法違背這些話。\n她慢慢睜開雙眼，轉身滑下沙丘，\n回去等待自己的人們身邊。\n\n「前方應該有聚落，先想辦法抵達那裡吧。」\n她不再迷惘，再次帶領眾人前進。\n\n感受到她堅定不移的強烈決心後，\n腦中浮現的畫面也隨之消失。
CORE_NOTEL_DETAIL_018	拿在手上時，腦中像播放影片一樣，\n浮現某人的記憶。\n\n深淵谷底下是彷彿湍急河川的流沙，\n在那附近有兩位女性試圖渡過沙河。\n她們踩著沉入沙中的腐朽遺跡，\n輕快地前進。\n此時其中一位女性卻突然改變方向，\n另一位女性見狀慌張地高喊：\n\n「公主，那裡很危險！」\n\n但為時已晚，被尊稱公主的女性腳下\n樑柱開始崩塌，她也因此掉入沙河。\n公主試圖爬離，但越是掙扎，\n身體就越是沉入深邃沙河之中……\n\n「貞德……！」\n\n她的聲音最終被埋沒在沙中。\n但就在那一刻。\n\n「法波恩·贊畢！」\n\n名為貞德的女性踩著輕巧步伐，\n開始詠唱咒語，接著地面浮現魔法陣，\n隨即化為大洞並從中跳出巨大的青蛙。\n巨蛙以鞭子般的長舌撥開沙子，\n轉眼間便救出公主。\n她被輕巧放下後，調整紊亂的呼吸。\n\n「您究竟打算做什麼！？\n您可是差點就要被捲入地底了！」\n\n就在貞德質問時，\n公主將某個小生命抱到她面前。\n\n「喵～！」\n「！？」\n\n原來公主抱著一隻小黑貓，\n貞德受到驚嚇而退後幾步。\n\n「因為這孩子快掉下去了……」\n「唉……拿您沒轍……」\n\n既然公主對這隻小貓一見傾心，\n再怎麼規勸都是徒勞。\n明白這點的貞德聳了聳肩，\n嘆口氣後說道：\n\n「今天就修行到這裡，準備回去了。」\n\n就在貞德對小貓提起些許興趣的瞬間，\n腦中浮現的畫面也隨之消失。
CORE_NOTEL_DETAIL_019	拿在手上時，腦中像播放影片一樣，\n浮現某人的記憶。\n\n一名女性在神殿的入口隻身奮戰，\n試圖擊退逼近的赫姆庫魯斯。\n「可惡，不論如何都要阻止你們進去……！」\n\n其他人搶先一步逃往神殿內部，\n僅剩她為了阻止敵人入侵而奮鬥，\n但終究寡不敵眾，逐漸遭到壓制。\n\n就在這絕望又無助的時刻，\n神殿深處傳出怪誕卻美妙的歌聲。\n歌聲傳入她耳裡，\n讓她絕望的心重獲希望。\n『只能靠這個賭一把了』——\n她相信自己無憑無據的直覺，\n朝著歌聲的方向奔去。\n\n但是在狹窄通道內前行不久，\n希望又立刻灰飛煙滅。\n女子的背後受到強烈一擊，她飛了出去。\n小命猶存的她滾進寬廣的房間，\n但赫姆庫魯斯仍一步步靠近她。\n就在她準備好受死時，房間傳遍響亮的歌聲。\n\n周圍瞬間暗了下來，\n赫姆庫魯斯的頭上開始布滿紅黑色的霧氣。\n霧氣隨即變成雲朵，下起帶有劇毒的暴雨。\n被雨水浸濕的赫姆庫魯斯起初還能痛苦掙扎，\n但很快就如石像般停止動作，最後碎裂四散。\n\n女子的意識逐漸遠去，但她見此光景，\n忽然想起有個熱愛歌唱的魔獸\n居住在這座神殿之中。\n\n她想像著魔獸的可愛樣貌，心裡不禁充滿感恩，\n此時腦中浮現的畫面也隨之消失。
CORE_NOTEL_DETAIL_020	拿在手上時，腦中像播放影片一樣，\n浮現某人的記憶。\n\n看來這是在高空中飛行的記憶。\n但不是乘坐於飛機內，\n也並非跨坐在掃帚之上。\n\n一群羽毛顏色怪異卻艷麗的怪鳥在空中飛舞，\n大批人馬緊抓著牠們的後背，組隊飛行前進。\n\n「各位！再忍耐一下。\n我們要在那邊降落，抓穩了！」\n乘坐在巨大怪鳥上的領頭女性高聲喊道。\n他們的目標似乎是遠方一座被懸崖包圍的塔樓。\n\n怪鳥彷彿受到塔樓散發的詭異氣息吸引，\n開始一隻隻急速降落。\n乘坐其上的人們為了不被甩飛，\n用力抓緊怪鳥。\n\n即便靠近塔頂，怪鳥也絲毫沒有減速。\n大家都害怕撞上塔樓而緊閉雙眼，\n卻沒有發生任何意外。\n因為怪鳥們一派輕鬆地振翅減速後，\n輕巧又優雅地降落，\n數刻前的急速飛行就像假象一樣。\n雖然全員平安抵達，\n但每個人的臉上都顯露疲態。\n\n此時，唯一泰然自若的女性發號了嚴苛的命令。\n「快點動身吧，還有很長的路要走喔！」\n但是疲倦的人們癱坐在地，絲毫沒有起身的意思。\n她見狀嘆了一口氣，咕噥了一句：\n「在這裡待太久，瑪法斯會把你們當成食物喔。」\n\n眾人一聽，神情立刻緊張起來，\n像逃竄的老鼠一般紛紛爬下塔樓。\n女子見狀不禁笑了出來。\n\n當她的心中湧現無奈\n以及惡作劇成功帶來的些許滿足感，\n腦中浮現的畫面也隨之消失。
CORE_NOTEL_DETAIL_021	拿在手上時，腦中像播放影片一樣，\n浮現某人的記憶。\n\n寬廣神殿中傳出「轟——轟——」巨大的聲響。\n那是風吹過的聲音。\n柱子間的縫隙、地板上的大洞——\n狂風從各處吹入神殿之中。\n消失之雲隨著本該保護神殿的狂風，\n逐漸侵蝕神殿內部。\n\n化為威脅的強風迫使神殿內的人們避難，\n他們陷入混亂，倉皇逃跑。\n人群中也有許多孩童，\n一位孩子在混亂之中鬆開手，\n懷中的布偶掉到了地面上，\n被踢飛、踐踏，離那位孩子越來越遠。\n孩子雖然拚命追著布偶，\n但布偶卻不巧被地板吹出的強風吹走，\n飛進地面崩塌後形成的深淵，\n追逐在後的孩子也一同落入其中。\n「不要啊——！！」\n不知該說是幸運還是不幸，\n尋找孩子的母親正好目睹那一幕，\n發出淒厲的慘叫。\n\n頓時，孩子與布偶一起墜落的光景慢了下來。\n在母親陷入絕望的瞬間，\n一道人影快速穿過人群間的縫隙，\n抱住孩子跟布偶，俐落蹬過牆壁和柱子，\n最後輕巧地降落在母親面前。\n\n被輕輕放下的孩子緊摟著布偶，\n怯生生地向眼前的女性小聲道謝。\n「你不用道謝……但是別再放開朋友囉。」\n孩子聽完女性的話，靜靜地點頭。\n「乖孩子，快回去媽媽身邊吧……」\n她用溫柔的眼神目送孩子離開後，\n高聲向周圍喊話。\n「各位聽好，我會拚上性命讓你們成功避難。\n我們沒有太多時間，立刻出發！！」\n\n至今為止盲目逃竄的人們，\n在聽見她堅定的喊話之後，終於恢復冷靜。\n\n當母親懷中孩童散發的溫暖心意盈滿心頭，\n腦中浮現的畫面也隨之消失。
CORE_NOTEL_DETAIL_022	拿在手上時，腦中像播放影片一樣，\n浮現某人的記憶。\n\n一名士兵走在冰冷生硬的走廊上，\n不安地四處張望後蹲了下來，\n苦惱地抱住頭。\n\n「啊——被騙了！我絕對是被騙了！\n\n什麼『恭喜你獲得升遷』……\n我真恨自己那時候聽到這句話就得意忘形……\n\n都還沒辦完升遷手續，就要帶我到任務地點，\n還突然讓我睡著、搭上了車……\n回過神來就來到這種地方了。\n\n四周都沒人，異常地安靜……\n這裡怎麼看都是所謂的『機密設施』吧……？\n\n啊——我應該要多抱持一點疑心的……\n像我這種普通士兵，\n哪可能突然獲得升遷……可惡！\n\n呼……我要冷靜，光是哭喊也無濟於事。\n升遷是千真萬確的，所以好好工作就有酬勞拿。\n雖然要在陌生的地方工作實在讓人不安……\n但如果是為了錢，我會努力！！\n\n好，先蒐集情報吧。我到底該做什麼？\n我連這點都搞不清楚……\n而且……感覺這裡根本沒有人煙。\n這麼大的設施裡……\n不會只有我一個人吧……？」\n\n士兵下定決心後站起身來，\n挺直了腰，踏出堅定的步伐。\n\n就在他死命壓抑不安時，\n腦中浮現的畫面也隨之消失。
CORE_NOTEL_DETAIL_023	拿在手上時，腦中像播放影片一樣，\n浮現某人的記憶。\n\n冰冷設施的某個房間中，\n一名士兵筋疲力盡地趴在桌子上。\n\n「唉，我擔心的事居然成真了。\n不過這下就能肯定，\n這座基地裡除了我之外，沒有其他人。\n\n不管是設施介紹，還是工作說明，\n都只能透過設施內處處可見的喇叭得知。\n\n我的工作雖然是巡邏整間基地，\n但這裡已經有戒備森嚴的監視器系統了。\n所以主要工作就是確認系統有無故障或損壞，\n只要每隔幾天散步時巡一巡就好。\n\n說實話，這是很輕鬆的工作。\n不對……應該說太輕鬆了。\n上面的人明明捨不得花人事費用，\n真的會允許我這麼輕鬆嗎……？\n\n也就是說……這項工作八成有什麼隱情。\n該不會……正因為我只是個普通士兵，\n所以才被選來擔任這項工作吧？\n因為能替代我的人，要多少就有多少……\n\n算了，越這麼想越心神不寧。\n我只要每天默默完成工作就好……」\n\n男人左右搖晃腦袋，企圖將不安拋諸腦後，\n接著拿起武器，離開了房間。\n\n他嘴上雖然這麼說，高漲的恐懼卻籠罩內心，\n此時腦中浮現的畫面也隨之消失。
