LayoutMsg\Common_CinemaScope_00.msbt
SubjectMiiName	{[c800|0502010d]}
MiiNews151_Title	招募地下研究设施作业员！
MiiNews151_Caster	本台获得了某地下研究设施\n正在秘密招募{[0604|00cd]}作业员的消息。{[0004]}这次特别为各位送上{[0604|00cd]}现场传回的声音。
MiiNews151_Main	好的，\n这里是地下研究设施～！{[0004]}各位想不想和我们一起工作呢？\n这里的职场氛围{[0604|00cd]}非常舒心～！{[0004]}无论您是擅长打扫卫生，还是喜欢摆弄机械，\n又或是口风严谨，这里都非常欢迎！{[0004]}有兴趣者，请联系地下设施。{[0605|2c0101cd]}\n期待您的应征～！
MiiNews152_Title	广场出现神秘警示柱
MiiNews152_Caster	今日{[0604|00cd]}凌晨，正在散步的居民\n在许愿喷泉周围发现了奇妙的警示柱。
MiiNews152_Main	多人证言，昨日之前广场上并无{[0604|00cd]}警示柱。\n由此推断，警示柱为在夜间{[0604|00cd]}突然{[0604|00cd]}出现。{[0004]}究竟是何人、出于什么目的布置的呢？目前仍在进行调查。\n众多人士殷切期盼{[0604|01cd]}神秘警示柱真面目揭晓。
ProgramMsg\MiiNews\MiiNews_Interview.msbt
Interview_NameAge	{[c800|0902010d]}
Interview_NameNoAge	{[c800|0902010d]}
Interview_Comment	这个的话，还是{[c804|0900]}更清楚哦。
Interview_Comment_V000	太厉害了！\n真庆幸自己生在这个时代{[c807|09cd]}。
Interview_Comment_V001	就是有这种事发生，人生才充满乐趣{[c807|09cd]}！
Interview_Comment_V002	这都可以被称为奇迹了吧？
Interview_Comment_V003	耶～！在看吗～？
Interview_Comment_V004	太令人兴奋了{[c807|09cd]}！
Interview_Comment_V005	没办法再继续视而不见了。
Interview_Comment_V006	大家都在闪闪发光，\n{[c804|0900]}也不能输{[c807|09cd]}！
Interview_Comment_V007	没错，{[c804|0900]}就是想听这样的新闻{[c807|09cd]}！
Interview_Comment_V008	这是整蛊吧？
Interview_Comment_V009	{[c804|0900]}也打算这么干的！\n结果被人抢先了{[c807|09cd]}。
Interview_Comment_V010	可以说得更详细一点吗？
Interview_Comment_V011	别管这个了，要不要听听更有趣的事？
Interview_Comment_V012	竟、竟然会发生这么令人难以置信的事……
Interview_Comment_V013	这个新闻什么时候播啊～？
Interview_Comment_V014	骗人的吧{[060a|040014201420]}～\x0f\x06\n怎么可能有这种事？
Interview_Comment_V015	要赶快告诉别人才{[060a|02008b57]}行\x0f\x06\n！
Interview_Comment_V016	{[c804|0900]}现在是上电视了吗？
Interview_Comment_V017	{[c804|0900]}可以做到更厉害的事哦。
Interview_Comment_V018	能不能利用这事赚点钱呢……
Interview_Comment_V019	耶{[060a|040014201420]}～\x0f\x06\n耶{[060a|040014201420]}～\x0f\x06\n
Interview_Comment_V020	感觉被摆了一道啊。
Interview_Comment_V021	这事可以讨论得更热烈些吧？
Interview_Comment_V022	咦？请不要拍{[c804|0900]}，{[0605|2c0101cd]}\n{[c804|0900]}又没做坏事。
Interview_Comment_V100	{[c804|0900]}也好想参加{[c807|09cd]}！
Interview_Comment_V106	那种事{[c804|0900]}也能做到！
Interview_Comment_V110	{[c804|0900]}想和大家一起讨论这条新闻{[c807|09cd]}！
Interview_Comment_V023	稍微有点感兴趣了{[c807|09cd]}。
Interview_Comment_V024	{[c804|0900]}真的大受触动。\n这是近来最棒的一条新闻{[c807|09cd]}。
Interview_Comment_V025	这世间的发展{[0604|00cd]}日新月异啊。
Interview_Comment_V026	爸爸妈妈，\n{[c804|0900]}过得很好{[c807|09cd]}。
Interview_Comment_V027	这、这是真的吗？难以置信{[c807|09cd]}……
Interview_Comment_V028	感动到说不出话来{[c807|09cd]}……
Interview_Comment_V029	之前刚好聊到这个{[c807|09cd]}。
Interview_Comment_V030	不知道为什么，有些伤感{[c807|09cd]}。
Interview_Comment_V031	看了这条新闻，能学到很多{[c807|09cd]}。
Interview_Comment_V032	{[c804|0900]}从中获得了勇气{[c807|09cd]}。
Interview_Comment_V033	先不说这个，洗手间在哪里？
Interview_Comment_V034	好喜欢这样的新闻{[c807|09cd]}。
Interview_Comment_V035	虽说是工作，但你们也不容易啊。
Interview_Comment_V036	{[c804|0900]}一直准时收看Mii新闻的。
Interview_Comment_V037	{[c804|0900]}迷路了……这是……哪里？
Interview_Comment_V038	为什么不早点说出来啊？
Interview_Comment_V039	这新闻真叫人高兴{[c807|09cd]}。
Interview_Comment_V040	听着有点担心{[c807|09cd]}。
Interview_Comment_V041	哎呀，听到这个真是松了口气{[c807|09cd]}。
Interview_Comment_V042	也就是说，这座岛上很太平吧。
Interview_Comment_V043	激动得心扑通扑通跳{[c807|09cd]}。
Interview_Comment_V044	大家都不容易啊～
Interview_Comment_V045	感觉越来越有意思了{[c807|09cd]}。
Interview_Comment_V046	非常震惊{[c807|09cd]}……
Interview_Comment_V047	让人稍稍感到欣慰{[c807|09cd]}。
Interview_Comment_V099	感觉有点遗憾{[c807|09cd]}。
Interview_Comment_V109	谢谢你们带来的这份感动{[c807|09cd]}！
Interview_Comment_V103	大家都这么努力，真是太出色了{[c807|09cd]}！
Interview_Comment_V048	努力本身{[0604|00cd]}是值得认可的……
Interview_Comment_V049	早就想到会有这一天了{[c807|09cd]}……
Interview_Comment_V050	{[c804|0900]}在想该怎么评论{[c807|09cd]}……
Interview_Comment_V051	那个是{[c804|0900]}的创意吧？
Interview_Comment_V052	不过是浪费时间{[c807|09cd]}……
Interview_Comment_V053	背地里一定……\n会有人在为这条新闻流泪。
Interview_Comment_V054	{[c804|0900]}会把这条新闻刻在心里{[c807|09cd]}……
Interview_Comment_V055	到底想说什么？
Interview_Comment_V056	{[c804|0900]}也想上新闻{[c807|09cd]}……
Interview_Comment_V057	应该不是真心这么想吧？
Interview_Comment_V058	这样啊……
Interview_Comment_V059	唔？
Interview_Comment_V060	哦……
Interview_Comment_V061	没什么兴趣{[c807|09cd]}……
Interview_Comment_V062	原来如此……学到了{[c807|09cd]}……
Interview_Comment_V063	真上电视就糟了……\n还请让{[c804|0900]}走{[c807|09cd]}。
Interview_Comment_V064	就没什么更有趣的新闻了吗？
Interview_Comment_V065	哎呀，这个算是很厉害吧……
Interview_Comment_V066	唔？真没想到……
Interview_Comment_V067	没什么感受{[c807|09cd]}……
Interview_Comment_V068	唔，这也挺好的吧？
Interview_Comment_V069	怎么都是些小新闻啊……
Interview_Comment_V070	无法认同{[c807|09cd]}……
Interview_Comment_V071	这新闻很有意义{[c807|09cd]}……
Interview_Comment_V072	没想到是条很不错的新闻{[c807|09cd]}……
Interview_Comment_V101	这新闻和{[c804|0900]}毫无关系{[c807|09cd]}……
Interview_Comment_V108	要是被人看到了……{[c804|0900]}会有麻烦{[c807|09cd]}……
Interview_Comment_V104	发表评论……{[c804|0900]}不太擅长这个……
Interview_Comment_V073	原来如此，这新闻挺有深度啊。
Interview_Comment_V074	唔，反正就是人和人不一样的意思吧？
Interview_Comment_V075	事到如今还有什么可说{[c807|09cd]}。
Interview_Comment_V076	噗！抱歉，\n不该笑出来的。
Interview_Comment_V077	只要有人会为此感到高兴……
Interview_Comment_V078	这种事，大家应该都已经知道了。
Interview_Comment_V079	所以呢？
Interview_Comment_V080	{[c804|0900]}也难得有几分感动{[c807|09cd]}。
Interview_Comment_V081	好的好的，\n厉害厉害。
Interview_Comment_V082	这可真是了不起。
Interview_Comment_V083	说到底，这个能赚到钱吗？
Interview_Comment_V084	这新闻和{[c804|0900]}无关{[c807|09cd]}。
Interview_Comment_V085	{[c804|0900]}早就说过会这样。
Interview_Comment_V086	这种事不值得上新闻{[c807|09cd]}。
Interview_Comment_V087	无可{[0604|00cd]}奉告{[c807|09cd]}。
Interview_Comment_V088	哦，这样。
Interview_Comment_V089	还真有人闲到发慌啊。
Interview_Comment_V090	看吧，和{[c804|0900]}说的一样。
Interview_Comment_V091	问这个做什么？
Interview_Comment_V092	{[c804|0900]}一般不相信这种新闻{[c807|09cd]}。
Interview_Comment_V093	{[c804|0900]}也没空在这里磨蹭了。
Interview_Comment_V094	那就请拿出证据来啊。
Interview_Comment_V095	{[c804|0900]}在慢跑，请不要打扰{[c807|09cd]}。
Interview_Comment_V096	咦，这就结束了？
Interview_Comment_V097	咦？没听说过{[c807|09cd]}。
Interview_Comment_V102	这条新闻，{[c804|0900]}很早之前就知道了。
Interview_Comment_V105	{[c804|0900]}发表评论也没意义吧？
Interview_Comment_V107	事到如今才上新闻，各位还真是滞后啊。
Interview_Comment_V098	{[c804|0900]}年轻的时候，\n这种新闻到处都是。
Interview_CelebrationComment	真是可喜可贺啊！
Interview_CelebrationComment_V000	恭喜恭喜{[c807|09cd]}！
Interview_CelebrationComment_V001	今天算是过节了{[c807|09cd]}！
Interview_CelebrationComment_V002	这新闻{[c804|0900]}想告诉所有人{[c807|09cd]}。
Interview_CelebrationComment_V003	这是近来听到的最令人开心的新闻{[c807|09cd]}。
Interview_CelebrationComment_V004	{[c804|0900]}感到非常幸福{[c807|09cd]}。
Interview_CelebrationComment_V005	派对在哪里办啊？
Interview_CelebrationComment_V006	真叫人兴奋啊。
Interview_CelebrationComment_V007	好想和别人一起分享这份喜悦{[c807|09cd]}。
Interview_CelebrationComment_V008	{[c804|0900]}还想把这个消息告诉双亲{[c807|09cd]}。
Interview_CelebrationComment_V009	{[c804|0900]}开心到快要哭出来了{[c807|09cd]}。
Interview_CelebrationComment_V010	身为岛上一员，{[c804|0900]}感到很骄傲{[c807|09cd]}。
Interview_CelebrationComment_V011	看来只要认真地生活，就会有好事发生啊。
Interview_CelebrationComment_V012	妈妈，{[c804|0900]}做到了！
ProgramMsg\MiiTouch\MiiTouchAccident.msbt
AccidentFallDown	{[c800|0502000d]}好像跌倒后爬不起来了。
AccidentFallDownSelect	帮忙{[0004]}带人过来
AccidentFallDownThanks	{[c80a|00cd]}谢谢，帮大忙了{[c807|00cd]}。
AccidentFallDownThanks_V000	{[c80a|00cd]}{[0500|00cd]}，\n非常感谢{[c807|00cd]}～
AccidentFallDownThanks_V001	唔……帮大忙了{[c807|00cd]}……
AccidentFallDownThanks_V002	{[c80a|00cd]}帮大忙了{[c807|00cd]}。
AccidentHiccup	{[c800|0502000d]}好像打嗝止不住。
AccidentHiccupSelect	帮忙{[0004]}带人过来
AccidentHiccup_Demo_SweetSpot	是这里、是这里！
AccidentHiccup_Demo_SweetSpot_V000	对对对，继续！
AccidentHiccup_Demo_SweetSpot_V001	很好！
AccidentHiccup_Demo_SweetSpotFinish	太棒了！！
AccidentHiccup_Demo_SweetSpotFinish_V000	对！！
AccidentHiccup_Demo_SweetSpotFinish_V001	到位了——！
AccidentHiccup_Demo_SweetSpotFinish_V002	就是这里！
AccidentHiccup_Demo_SweetSpotFinish_V003	就是这里～！
AccidentHiccup_Demo_RequestHigher	再往上些～
AccidentHiccup_Demo_RequestHigher_V000	往上、往上～
AccidentHiccup_Demo_RequestHigher_V001	不是这里～
AccidentHiccup_Demo_RequestLower	再往下些～
AccidentHiccup_Demo_RequestLower_V000	往下、往下～
AccidentHiccup_Demo_RequestLower_V001	这里不对～
AccidentHiccupThanks	{[c80a|00cd]}多亏{[0500|00cd]}帮忙，\n{[c804|0000]}打嗝停下来了{[c807|00cd]}。
AccidentHiccupThanks_V000	{[c80a|00cd]}非常感谢。{[0605|2c0101cd]}\n{[c804|0000]}打嗝停下来了{[c807|00cd]}。
AccidentHiccupThanks_V001	唔，非常感谢{[c807|00cd]}……
AccidentHiccupThanks_V002	{[c80a|00cd]}帮大忙了{[c807|00cd]}。
AccidentLock	{[c800|0502000d]}好像身体僵住了。
AccidentLockSelect	帮忙{[0004]}带人过来
AccidentLock_Demo_OK	可以不用揉了{[c807|00cd]}～
AccidentLock_Demo_OK_V000	已经没事了{[c807|00cd]}～
AccidentLock_Demo_OK_V001	好痒，请快住手{[c807|00cd]}～
AccidentLockThanks	{[c80a|00cd]}在脑海中想了想{[c802|000115000001]}……\n{[c804|0000]}就紧张得浑身都僵住了{[c807|00cd]}。
AccidentLockThanks_V000	{[c80a|00cd]}想象了一下被{[c802|000117000001]}冷漠对待的场面……\n{[c804|0000]}就害怕得浑身都僵住了{[c807|00cd]}。
AccidentLockThanks_V001	{[c80a|00cd]}想象了一下{[021b|00cd]}\n被{[020d|00000100]}掩埋的场面……{[0004]}过强的冲击力让{[c804|0000]}浑身都僵住了{[c807|00cd]}。
AccidentLockThanks_V002	{[c80a|00cd]}想象了一下大海\n被{[0201|0001]}填满的场面……{[0004]}震撼得让{[c804|0000]}浑身都僵住了{[c807|00cd]}。
AccidentLockThanks_V003	{[c80a|00cd]}想象了一下被{[0210|0002010d00cd]}追逐……\n{[c804|0000]}就紧张得浑身都僵住了{[c807|00cd]}。
AccidentLockThanks_V005	{[c80a|00cd]}想象了一下\n天上掉下大量{[0202|00010dcd]}……{[0004]}{[c804|0000]}就高兴得浑身都僵住了{[c807|00cd]}。
AccidentLockThanks_V004	{[c80a|00cd]}想象了一下\n偶遇{[0200|00000001]}还聊了天……{[0004]}{[c804|0000]}就紧张得浑身都僵住了{[c807|00cd]}。
AccidentLockThanks_V006	{[c80a|00cd]}想象了一下和{[0200|00000001]}交好……\n{[c804|0000]}就高兴得浑身都僵住了{[c807|00cd]}。
AccidentLockThanks_V007	{[c80a|00cd]}想象了一下遍地是{[0200|00010001]}……\n场面过于刺激，让{[c804|0000]}浑身都僵住了{[c807|00cd]}。
AccidentLockThanks_V008	{[c80a|00cd]}想象了一下除了{[0200|00020001]}，\n其他任何事都不能做的世界……{[0004]}{[c804|0000]}就因为感到太艰巨而浑身都僵住了{[c807|00cd]}。
AccidentLockThanks_V009	{[c80a|00cd]}回想起了\n被人说“{[0200|00030401]}”的经历……{[0004]}{[c804|0000]}高兴得浑身都僵住了{[c807|00cd]}。
AccidentLockThanks_V010	{[c80a|00cd]}{[0200|00040001]}在脑海中刮起暴风……\n{[c804|0000]}不自觉地浑身都僵住了{[c807|00cd]}。
AccidentLockThanks_V011	{[c80a|00cd]}回想起了\n被人说“{[0200|00050401]}”的经历……{[0004]}{[c804|0000]}高兴得浑身都僵住了{[c807|00cd]}。
AccidentLockTickle	好痒～
AccidentLockTickle_V000	啊哈哈哈。
AccidentLockTickle_V001	呀～
AccidentLockTickle_V002	呵呵呵呵。
AccidentLockTickle_V003	好激动。
AccidentLockTickle_V004	噫～
AccidentLockTickle_V005	噢噢噢噢～
ProgramMsg\MiiTouch\MiiTouchAware.msbt
Aware	{[0606|8200]}{[060a|0400a6541fff]}\x0f\x06\n{[0605|2c0101cd]}
Aware_V000	{[0606|8200]}{[060a|0400ef551fff]}\x0f\x06\n{[0605|2c0101cd]}
Aware_V001	{[0606|8200]}{[060a|0200ef55]}\x0f\x06\n{[0605|2c0101cd]}
Aware_V002	{[0606|8200]}{[060a|0400ef551fff]}\x0f\x06\n{[0605|2c0101cd]}
Aware_V003	{[0606|8200]}{[060a|0200ef55]}\x0f\x06\n{[0605|2c0101cd]}
Aware_V004	{[0606|8200]}{[060a|0600145514201420]}\x0f\x06\n{[0605|2c0101cd]}
Aware_V005	{[0601]}{[0606|8200]}{[060a|0600145514551fff]}\x0f\x06\n{[0605|2c0101cd]}
Aware_V006	{[0606|8200]}{[060a|06005c5414201420]}\x0f\x06\n{[0605|2c0101cd]}
Aware_V007	{[0600]}{[0606|8200]}{[060a|06005c545c541fff]}\x0f\x06\n{[0605|2c0101cd]}
Aware_V008	{[0602]}{[0606|8200]}{[060a|0400c754c754]}{[0800|00cd]}\x0f\x06\n{[0605|2c0101cd]}
Aware_V009	{[0602]}{[0606|8200]}{[060a|02004054]}{[0800|00cd]}\x0f\x06\n{[0605|2c0101cd]}
Aware_V010	{[0602]}{[0606|8200]}{[060a|0400a654a654]}{[0800|00cd]}\x0f\x06\n{[0605|2c0101cd]}
Aware_V011	{[0602]}{[0606|8200]}{[060a|02006b56]}{[0800|00cd]}\x0f\x06\n{[0605|2c0101cd]}
Notice	{[0606|8200]}{[060a|0400a6541fff]}\x0f\x06\n{[0605|2c0101cd]}
Notice_V000	{[0606|8200]}{[060a|0400ef551fff]}\x0f\x06\n{[0605|2c0101cd]}
Notice_V001	{[0606|8200]}{[060a|0200ef55]}\x0f\x06\n{[0605|2c0101cd]}
Notice_V002	{[0606|8200]}{[060a|0400ef551fff]}\x0f\x06\n{[0605|2c0101cd]}
Notice_V003	{[0606|8200]}{[060a|0200ef55]}\x0f\x06\n{[0605|2c0101cd]}
Notice_V004	{[0606|8200]}{[060a|0600145514201420]}\x0f\x06\n{[0605|2c0101cd]}
Notice_V005	{[0601]}{[0606|8200]}{[060a|0600145514551fff]}\x0f\x06\n{[0605|2c0101cd]}
Notice_V006	{[0606|8200]}{[060a|06005c5414201420]}\x0f\x06\n{[0605|2c0101cd]}
Notice_V007	{[0600]}{[0606|8200]}{[060a|06005c545c541fff]}\x0f\x06\n{[0605|2c0101cd]}
Notice_V008	{[0602]}{[0606|8200]}{[060a|0400c754c754]}{[0800|00cd]}\x0f\x06\n{[0605|2c0101cd]}
Notice_V009	{[0602]}{[0606|8200]}{[060a|02004054]}{[0800|00cd]}\x0f\x06\n{[0605|2c0101cd]}
Notice_V010	{[0602]}{[0606|8200]}{[060a|0400a654a654]}{[0800|00cd]}\x0f\x06\n{[0605|2c0101cd]}
Notice_V011	{[0602]}{[0606|8200]}{[060a|02006b56]}{[0800|00cd]}\x0f\x06\n{[0605|2c0101cd]}
Awake	{[0801]}{[0606|8200]}{[060a|04004a5501ff]}\x0f\x06\n{[0605|2c0101cd]}
AwakeDream	什么啊……原来是梦……
AwakeDream_V000	……是梦啊……
AwakeDream_V001	那到底是什么情况……
AwakeDream_V002	刚才的梦到底……
AwakeDream_V003	……又是那个梦……
AwakeDream_V004	做了个怪梦啊……
AwakeDream_V005	呼……原来是梦……
AwakeDream_V006	真吓人……原来是梦……
AwakeDream_V007	最近总是做这样的梦啊……
AwakeDream_V008	幸好是个梦{[c807|00cd]}……
AwakeDream_V009	……最近是不是太累了啊……
AwakeSleep	{[0606|5000]}{[060a|0800ef55142014201fff]}\x0f\x06\n{[0605|2c0101cd]}
ProgramMsg\MiiTouch\MiiTouchCommon.msbt
FoodGive	那就不客气了。
FoodGive_V000	{[c805|0007]}
FoodGive_V001	{[0601]}那就不客气了！
FoodGive_V002	{[0601]}{[c805|0007]}
FoodGive_V003	{[0600]}那就不客气了……
FoodGive_V004	{[0600]}{[c805|0007]}
FoodFull	已经吃不下了{[c807|00cd]}。{[12c02|02cd]}
FoodFull_V000	{[0601]}已经吃不下了{[c807|00cd]}！{[12c02|02cd]}
FoodFull_V001	{[0600]}已经吃不下了{[c807|00cd]}……{[12c02|02cd]}
FoodMany	吃不了这么多{[c807|00cd]}。{[12c02|02cd]}
FoodMany_V000	{[0601]}吃不了这么多{[c807|00cd]}！{[12c02|02cd]}
FoodMany_V001	{[0600]}吃不了这么多{[c807|00cd]}……{[12c02|02cd]}
FoodSame	刚才吃过这个了{[c807|00cd]}。{[12c02|02cd]}
FoodSame_V000	{[0601]}刚才吃过这个了{[c807|00cd]}！{[12c02|02cd]}
